,Boat Type,Manufacturer,Condition,Year Built,Length,Width,Material,Number of views last 7 days,Price in usd,Country
1675,Hardtop,Four Winns power boats,"Used boat,Unleaded",2008,10.67,3.0,GRP,68,96300.0,Italy
1678,Motor Yacht,Cranchi power boats,Used boat,1998,10.6,3.6,GRP,94,96300.0,Netherlands
1679,"Sport Boat,Wakeboard/Wakesurf,Water ski",Tony Giugliano power boats,"Used boat,Unleaded",2011,8.25,2.56,GRP,801,101650.0,Germany
1680,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2017,8.72,2.99,GRP,107,101543.0,Spain
1681,Flybridge,Jeanneau power boats,"Used boat,Diesel",2011,10.22,3.33,PVC,50,101543.0,France
1682,Trawler,American Marine power boats,"Used boat,Diesel",1976,12.9,3.8,GRP,198,101436.0,Germany
1683,Trawler,Linssen power boats,"Used boat,Diesel",1991,10.3,3.55,Steel,128,101382.5,Netherlands
1684,Bowrider,Chaparral power boats,"new boat on order,Unleaded",2021,7.01,2.59,GRP,312,113406.48000000001,Switzerland
1686,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,7.89,2.59,GRP,56,100687.0,Germany
1689,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,11.95,3.5,GRP,128,100580.0,Germany
1690,Motor Yacht,Linssen power boats,"Used boat,Diesel",1993,11.5,3.6,Steel,150,100580.0,Germany
1692,Motor Yacht,Bavaria power boats,new boat from stock,2018,8.5,2.99,GRP,136,100473.0,Italy
1693,Flybridge,Rodman power boats,"Used boat,Diesel",2010,9.5,3.25,GRP,63,101650.0,Portugal
1694,Offshore Boat,Pursuit power boats,"Used boat,Unleaded",2005,11.0,2.9,GRP,61,101650.0,Italy
1695,Sport Boat,Conam power boats,"Used boat,Diesel",2000,11.98,3.5,GRP,76,101650.0,Italy
1696,Motor Yacht,Platinum power boats,"Used boat,Diesel",2006,12.3,3.8,GRP,145,101650.0,Italy
1697,Flybridge,Uniesse power boats,"Used boat,Diesel",1997,14.0,4.6,GRP,126,101650.0,Italy
1698,Motor Yacht,Rodman power boats,"Used boat,Diesel",2006,11.2,3.54,GRP,56,101650.0,Spain
1700,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",2009,10.05,3.27,GRP,92,101650.0,Insel
1701,Sport Boat,Boston Whaler power boats,Used boat,2006,9.7,3.23,GRP,57,101650.0,Italy
1702,Flybridge,Jeanneau power boats,"Used boat,Diesel",2011,9.9,3.33,GRP,59,101650.0,Italy
1703,Flybridge,Carnevali power boats,"Used boat,Diesel",2002,12.0,3.75,GRP,78,101650.0,Italy
1704,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2010,10.22,3.33,PVC,85,101650.0,France
1705,Flybridge,Carver power boats,"Used boat,Diesel",1992,10.1,3.92,GRP,107,101650.0,Spain
1707,Motor Yacht,Carver power boats,"Used boat,Diesel",1999,13.41,4.24,GRP,85,101650.0,Italy
1708,Hardtop,Stama power boats,"Used boat,Diesel",2006,11.99,3.6,GRP,150,101650.0,Italy
1709,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2019,8.0,2.54,GRP,273,104574.31000000001,Switzerland
1710,Sport Boat,Cormate power boats,"new boat from stock,Unleaded",2019,7.11,2.27,GRP,227,104485.5,Switzerland
1711,Cabin Boat,Stingray power boats,"new boat from stock,Unleaded",2019,7.6,2.56,GRP,258,104465.17000000001,Germany
1712,Bowrider,Regal power boats,"new boat from stock,Unleaded",2020,7.3,2.5,GRP,163,104458.75,Germany
1713,Motor Yacht,Vri-Jon power boats,Used boat,1997,12.1,3.8,Steel,76,104325.0,Netherlands
1716,Sport Boat,Yamarin power boats,new boat from stock,2019,7.0,2.0,GRP,42,101500.00000000001,Denmark
1717,Wakeboard/Wakesurf,Axis power boats,"Used boat,Unleaded",2020,7.16,2.59,GRP,899,116550.00000000001,Switzerland
1719,Sport Boat,Monterey power boats,"new boat from stock,Unleaded",2017,7.9,2.6,GRP,100,116439.00000000001,Switzerland
1720,Sport Boat,AMT power boats,"Display Model,Unleaded",2018,6.9,2.6,GRP,118,116439.00000000001,Switzerland
1721,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2002,12.5,3.7,GRP,329,103790.0,Germany
1722,Sport Boat,Sessa power boats,"Used boat,Diesel",2007,10.59,3.53,GRP,49,103790.0,Spain
1724,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2009,10.6,3.54,GRP,88,103790.0,Italy
1725,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,12.8,3.3,GRP,76,96300.0,United
1726,Offshore Boat,Sunseeker power boats,"Used boat,Diesel",1999,11.34,3.11,GRP,89,96300.0,United
1727,Sport Boat,Fairline power boats,"Used boat,Diesel",2001,10.67,3.35,PVC,126,96300.0,United
1730,Motor Yacht,Vri-Jon power boats,"Used boat,Diesel",1996,11.2,3.8,Steel,78,105395.0,Netherlands
1731,Deck Boat,Moonday power boats,new boat from stock,2019,10.6,3.3,GRP,60,105395.0,Netherlands
1732,Cabin Boat,Bruno Abbate power boats,"Used boat,Unleaded",1999,11.14,3.38,GRP,112,105395.0,Germany
1735,Motor Yacht,Proficiat power boats,"Used boat,Diesel",2004,11.0,3.55,Steel,71,105395.0,Netherlands
1736,Cabin Boat,Eolo power boats,new boat from stock,2020,8.3,2.55,GRP,150,105181.0,Germany
1737,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.0,2.0,PVC,46,105063.3,Spain
1738,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",1995,12.45,4.4,GRP,30,104860.0,Italy
1739,"Classic,Flybridge",Camuffo power boats,Used boat,1981,14.9,4.4,Wood,49,104860.0,Italy
1740,Sport Boat,Fiart Mare power boats,Used boat,2008,10.58,3.54,GRP,83,104860.0,Italy
1741,Motor Yacht,Princess power boats,"Used boat,Diesel",2000,13.15,3.73,GRP,138,105930.0,INFO
1742,Hardtop,Bavaria power boats,"Used boat,Unleaded",2009,11.95,3.85,GRP,145,105930.0,Italy
1743,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,8.91,2.95,PVC,54,105930.0,France
1744,Deck Boat,Frauscher power boats,Used boat,2010,7.17,2.25,GRP,333,105930.0,Germany
1745,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,9.3,3.3,PVC,97,105930.0,France
1746,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2010,10.4,3.45,GRP,184,105930.0,Spain
1747,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,9.3,3.3,PVC,135,105930.0,France
1748,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,9.0,2.94,PVC,58,105930.0,France
1749,Flybridge,Edership power boats,"Used boat,Diesel",1991,15.0,4.8,GRP,88,105930.0,INFO
1751,"Classic,Trawler",Grand Banks power boats,"Used boat,Diesel",1972,14.64,4.0,Wood,261,105930.0,Spain
1752,Flybridge,Jeanneau power boats,"Used boat,Diesel",2010,10.22,3.33,GRP,48,105930.0,Spain
1754,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2017,8.18,2.6,GRP,229,105930.0,Germany
1755,Flybridge,Galeon power boats,"Used boat,Diesel",2007,10.08,3.42,GRP,144,105930.0,Italy
1756,Pilothouse,Rhea power boats,Used boat,2008,8.0,3.1,GRP,135,105930.0,France
1758,Flybridge,Leopard power boats,"Used boat,Diesel",1985,20.5,5.5,GRP,220,106893.0,Italy
1759,Trawler,Linssen power boats,"Used boat,Diesel",1993,12.35,3.85,Steel,128,106893.0,Germany
1760,Cabin Boat,Flipper power boats,"new boat on order,Unleaded",2020,8.08,2.54,GRP,79,106893.0,Spain
1761,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2006,12.2,3.85,GRP,61,106893.0,Italy
1762,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1998,12.65,4.22,GRP,61,106893.0,Spain
1763,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,9.12,2.98,GRP,68,106893.0,Germany
1764,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,12.15,3.91,PVC,32,106893.0,France
1765,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,12.15,3.91,PVC,80,106893.0,France
1766,Pilothouse,BÃ©nÃ©teau power boats,"new boat on order,Unleaded",2020,8.25,2.95,GRP,148,106882.3,Germany
1767,Motor Yacht,Ãchsner power boats,"Used boat,Diesel",2014,9.05,2.55,GRP,244,106786.0,Germany
1768,Sport Boat,Four Winns power boats,Used boat,2016,8.0,2.54,GRP,154,106786.0,Germany
1769,Bowrider,Regal power boats,"new boat from stock,Unleaded",2020,7.3,2.5,GRP,51,106786.0,France
1773,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.0,2.97,PVC,46,108070.0,France
1774,Motor Yacht,Sea Ray power boats,Used boat,1998,15.0,4.08,GRP,130,105000.00000000001,Denmark
1775,Cabin Boat,Finnmaster power boats,"new boat on order,Unleaded",2020,8.0,2.7,GRP,88,107856.0,Germany
1776,Runabout,Yamarin power boats,new boat from stock,2020,8.8,2.95,GRP,142,107197.95000000001,Germany
1777,Motor Yacht,Colombo power boats,"Used boat,Diesel",2001,12.7,3.93,GRP,76,107000.0,Italy
1778,"Classic,Sport Boat",Brunnert-Grimm power boats,"Used boat,Unleaded",1968,8.5,2.65,Wood,70,107000.0,Austria
1779,Hardtop,Tecnomarine power boats,"Used boat,Diesel",1988,14.67,4.25,GRP,107,107000.0,Italy
1780,Center console boat,Gagliotta power boats,"Used boat,Diesel",2004,10.5,3.5,GRP,47,107000.0,Italy
1781,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2000,11.3,3.5,GRP,122,107000.0,Italy
1782,Flybridge,Sessa power boats,"Used boat,Diesel",2009,9.95,3.5,GRP,169,107000.0,Italy
1783,Flybridge,Azimut power boats,"Used boat,Diesel",1993,12.74,4.4,GRP,135,107000.0,Italy
1784,Flybridge,Starfisher power boats,"Used boat,Diesel",0,10.74,3.68,GRP,50,107000.0,Spain
1785,Pontoon Boat,Ilver power boats,"Used boat,Diesel",1995,11.8,3.6,GRP,86,107000.0,Italy
1787,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1991,17.16,5.21,GRP,121,107000.0,Italy
1789,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2018,8.9,2.93,PVC,90,112350.0,France
1790,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2004,11.93,3.45,GRP,58,112350.0,Italy
1791,Center console boat,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,12.66,4.15,GRP,38,112350.0,Italy
1792,Motor Yacht,Succes power boats,"Used boat,Diesel",1994,11.5,3.75,Steel,89,112350.0,Germany
1793,Working Boat,Cranchi power boats,"Used boat,Diesel",2008,11.34,3.49,GRP,104,112350.0,Italy
1795,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.98,2.94,PVC,31,112350.0,France
1796,Bowrider,Chaparral power boats,"Used boat,Unleaded",2017,7.57,2.59,GRP,75,112350.0,Portugal
1797,Sport Boat,AB Yachts power boats,Used boat,1994,16.72,4.4,GRP,94,112350.0,Italy
1799,Sport Boat,AXOPAR power boats,"Used boat,Unleaded",2019,9.2,2.95,GRP,255,112350.0,Germany
1800,Motor Yacht,Galeon power boats,"Used boat,Diesel",2006,10.21,3.46,GRP,330,112350.0,Germany
1802,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,10.22,3.35,PVC,105,112350.0,France
1803,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,10.35,3.55,GRP,132,112350.0,Italy
1805,Sport Boat,Vismara power boats,"Used boat,Diesel",2013,9.95,2.96,GRP,133,116630.0,Italy
1806,Sport Boat,Salpa power boats,"new boat on order,Unleaded",2020,7.62,2.54,GRP,153,116621.44,Switzerland
1807,Sport Boat,Scarab power boats,"new boat from stock,Unleaded",2020,6.4,2.54,GRP,110,116523.0,Germany
1808,Wakeboard/Wakesurf,TigÃ© power boats,"new boat from stock,Unleaded",2018,6.6,2.59,GRP,158,130519.35,Switzerland
1809,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,7.1,2.49,GRP,95,115560.0,Germany
1812,Flybridge,Rodman power boats,"Used boat,Diesel",2002,12.9,4.21,PVC,33,115560.0,Spain
1813,House Boat,Haines Marine power boats,"Used boat,Diesel",2012,11.9,4.0,GRP,145,115560.0,France
1815,Flybridge,Funcraft power boats,Used boat,1997,13.4,4.2,Steel,102,115025.0,Netherlands
1817,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1977,6.55,2.25,Wood,188,111720.00000000001,Denmark
1818,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1990,6.8,2.35,Wood,411,127650.00000000001,Switzerland
1819,Cabin Boat,Nasbo power boats,"new boat from stock,Unleaded",2020,8.12,2.55,GRP,129,128427.00000000001,Switzerland
1820,Hardtop,Sealine power boats,"Used boat,Diesel",2008,11.87,3.74,PVC,260,117700.0,France
1821,Flybridge,Fairline power boats,"Used boat,Diesel",1995,11.71,3.76,GRP,59,117689.3,Germany
1823,Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,7.4,2.5,GRP,55,117593.0,Germany
1824,Sport Boat,Regal power boats,"new boat from stock,Unleaded",0,7.4,2.5,GRP,60,117593.0,Germany
1825,Bowrider,Cobalt power boats,"Display Model,Unleaded",2020,7.54,2.59,GRP,77,117593.0,United
1826,Runabout,Nordkapp power boats,"Display Model,Unleaded",2018,8.05,2.5,GRP,113,117593.0,Germany
1827,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,9.12,2.98,PVC,75,117593.0,France
1828,House Boat,Veha power boats,"Used boat,Diesel",1986,11.6,3.7,Steel,273,131868.0,Switzerland
1829,Bowrider,Regal power boats,"new boat from stock,Unleaded",2020,7.4,2.5,GRP,99,117571.6,France
1830,Motor Yacht,Windy power boats,"Used boat,Diesel",2004,10.94,3.17,GRP,102,96300.0,United
1831,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2007,9.8,3.18,PVC,257,96300.0,United
1832,Motor Yacht,Fairline power boats,"Used boat,Diesel",1990,15.79,4.49,PVC,112,96300.0,United
1833,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2007,12.19,3.96,PVC,26,96300.0,United
1835,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,8.0,2.59,GRP,119,119786.5,Germany
1838,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,8.74,2.59,GRP,69,119412.0,Germany
1839,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,8.9,2.84,GRP,256,119144.5,Switzerland
1840,Sport Boat,Invictus power boats,"new boat on order,Unleaded",2020,8.9,2.84,GRP,171,119144.5,Switzerland
1841,Wakeboard/Wakesurf,Supra power boats,"Display Model,Unleaded",2019,6.93,2.58,GRP,248,133200.0,Switzerland
1842,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.95,3.35,PVC,53,118770.0,France
1843,Motor Yacht,A. Mostes power boats,"Display Model,Unleaded",2020,7.6,2.45,GRP,279,133089.0,Switzerland
1844,Flybridge,Princess power boats,"Used boat,Diesel",1996,14.95,4.3,GRP,961,115500.00000000001,Denmark
1845,Sport Boat,Rohn power boats,"new boat from stock,Unleaded",2018,6.2,2.03,Wood,146,132531.78,Switzerland
1846,Sport Boat,Crownline power boats,"new boat from stock,Unleaded",2019,8.0,2.59,GRP,145,117914.0,Germany
1847,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1996,6.65,2.2,Wood,573,132090.0,Switzerland
1848,Cabin Boat,Stama power boats,"Used boat,Diesel",2009,12.0,3.6,Plastic,1414,132090.0,Switzerland
1849,Flybridge,Altair power boats,Used boat,2010,11.66,3.85,GRP,146,117700.0,Italy
1851,Motor Yacht,BÃ©nÃ©teau power boats,Used boat,2019,9.0,2.95,GRP,204,123050.0,Germany
1852,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,11.37,3.8,PVC,82,123050.0,France
1853,Motor Yacht,De Boarnstream power boats,"Used boat,Diesel",1995,10.8,3.8,Steel,127,123050.0,Germany
1854,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2006,10.85,3.68,GRP,146,123050.0,INFO
1855,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2013,10.06,3.31,Plastic,209,123050.0,Marina
1856,Motor Yacht,Veha power boats,"Used boat,Diesel",2005,10.5,3.75,Steel,207,123050.0,Germany
1857,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2009,11.95,3.99,GRP,132,123050.0,Italy
1858,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,10.0,3.35,PVC,96,123050.0,France
1860,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2009,11.95,3.99,GRP,80,123050.0,Italy
1861,Flybridge,Uniesse power boats,"Used boat,Diesel",1993,15.0,4.5,GRP,60,123050.0,Italy
1862,Cabin Boat,Gobbi power boats,"Used boat,Diesel",2001,11.7,3.86,GRP,478,123050.0,Germany
1863,Sport Boat,Regal power boats,"new boat on order,Unleaded",2020,7.9,2.5,GRP,122,123039.3,Germany
1864,Motor Yacht,Scandinavia power boats,"new boat from stock,Diesel",2019,9.5,3.0,GRP,123,123016.83,Poland
1867,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,8.6,2.98,PVC,40,124694.59000000001,Spain
1868,Bowrider,Regal power boats,"new boat from stock,Unleaded",0,8.0,2.5,GRP,54,124655.0,Germany
1869,Motor Yacht,Succes power boats,"Used boat,Diesel",0,10.2,3.35,GRP,151,138750.0,Switzerland
1870,Sport Boat,Cobalt power boats,"new boat on order,Unleaded",2021,7.21,2.59,GRP,258,139305.0,Switzerland
1871,Hardtop,Jeanneau power boats,"Used boat,Diesel",2012,9.43,3.3,GRP,94,124120.0,INFO
1872,Motor Yacht,Sealine power boats,"Used boat,Diesel",1996,13.4,4.16,GRP,142,124120.0,Germany
1873,Flybridge,Sealine power boats,"Used boat,Diesel",1996,13.5,4.26,GRP,80,124120.0,Germany
1875,Bowrider,Sea Ray power boats,"Display Model,Unleaded",2020,7.89,2.59,GRP,176,124013.0,Germany
1876,Sport Boat,Four Winns power boats,"new boat from stock,Unleaded",2020,6.73,2.57,GRP,198,138853.23,Switzerland
1877,Sport Boat,Formula power boats,"Used boat,Diesel",0,8.23,2.59,GRP,146,138750.0,Switzerland
1878,Sport Boat,Anytec Boats power boats,"Display Model,Unleaded",2019,8.4,2.55,Aluminium,200,138750.0,Switzerland
1881,Flybridge,Symbol Yachts power boats,"Used boat,Diesel",1992,15.36,4.78,PVC,106,127330.00000000001,Spain
1882,Hardtop,Bavaria power boats,"Used boat,Diesel",2007,11.8,3.84,GRP,203,127330.00000000001,INFO
1885,Trawler,Linssen power boats,"Used boat,Diesel",1999,10.1,3.45,Steel,106,127330.00000000001,Netherlands
1887,Bowrider,Chris Craft power boats,"Used boat,Unleaded",2010,7.65,2.99,GRP,71,127330.00000000001,Spain
1888,Motor Yacht,Sealine power boats,"Used boat,Diesel",2005,11.51,3.74,GRP,63,127330.00000000001,Italy
1889,House Boat,La Mare power boats,new boat from stock,2020,11.0,4.2,GRP,108,127330.00000000001,Germany
1891,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2005,11.95,3.99,GRP,193,127330.00000000001,NOVIGRAD
1892,Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2007,11.56,3.88,GRP,94,127330.00000000001,Italy
1893,Sport Boat,Boston Whaler power boats,"Used boat,Unleaded",2017,7.01,2.44,GRP,81,127330.00000000001,Spain
1894,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,6.7,2.54,GRP,72,127330.00000000001,Germany
1895,Cabin Boat,Aquador power boats,"new boat from stock,Unleaded",2019,7.48,2.56,GRP,161,127330.00000000001,Germany
1896,"Runabout,Sport Boat",Boesch power boats,"Used boat,Unleaded",2006,6.5,2.15,Wood,166,128400.00000000001,Germany
1898,Flybridge,Dellapasqua power boats,Used boat,2006,11.3,3.5,GRP,93,128400.00000000001,Italy
1899,Motor Yacht,Pershing power boats,Used boat,2006,11.78,3.25,GRP,128,128400.00000000001,Spain
1900,Trawler,Ecoline power boats,"Used boat,Electric",2019,9.14,2.4,GRP,149,128400.00000000001,Italy
1901,Flybridge,ARS Mare power boats,"Used boat,Diesel",2001,15.34,4.25,GRP,102,128400.00000000001,Italy
1902,Flybridge,Princess power boats,"Used boat,Diesel",1993,11.7,3.89,GRP,84,128400.00000000001,Netherlands
1903,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,13.68,4.3,GRP,170,128400.00000000001,France
1904,Motor Yacht,Apreamare power boats,"Used boat,Diesel",2003,10.75,4.05,GRP,68,128400.00000000001,Italy
1906,Flybridge,Azimut power boats,"Used boat,Diesel",1999,12.06,4.04,PVC,165,128400.00000000001,France
1907,Motor Yacht,Princess power boats,"Used boat,Diesel",1992,14.49,4.32,GRP,125,128400.00000000001,Italy
1909,Motor Yacht,Astondoa power boats,Used boat,2001,11.97,3.6,GRP,92,128398.93000000001,Spain
1911,Motor Yacht,Saver power boats,"Display Model,Unleaded",2018,11.0,3.35,GRP,142,128389.3,Germany
1912,"Classic,Runabout",Pedrazzini power boats,"Used boat,Unleaded",1995,7.4,2.45,Wood,280,144300.0,Switzerland
1913,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,8.06,3.0,GRP,159,145310.1,Switzerland
1914,Motor Yacht,Monterey power boats,"new boat from stock,Unleaded",2017,8.8,2.8,GRP,193,144189.0,Switzerland
1916,Pilothouse,Jeanneau power boats,new boat from stock,2020,7.0,2.0,GRP,104,125720.00000000001,Denmark
1917,Sport Boat,Fairline power boats,"Used boat,Diesel",2001,12.65,3.68,PVC,179,96300.0,United
1918,Sport Boat,Bavaria power boats,new boat from stock,2020,9.31,2.99,GRP,222,125566.00000000001,Denmark
1919,Pilothouse,Bayliner power boats,"new boat from stock,Unleaded",2020,8.15,2.55,GRP,278,144621.90000000002,Switzerland
1920,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2019,7.5,2.59,GRP,908,144078.0,Switzerland
1924,Center console boat,Sarnico power boats,"Used boat,Diesel",1996,16.5,4.5,GRP,73,128400.00000000001,Italy
1925,Sport Boat,Italversil power boats,"Used boat,Diesel",1990,11.96,2.7,GRP,71,128400.00000000001,Italy
1926,Motor Yacht,Elan power boats,"Used boat,Diesel",2007,11.01,3.5,GRP,224,128400.00000000001,INFO
1928,Flybridge,Mochi Craft power boats,"Used boat,Diesel",1995,14.38,4.63,GRP,75,133750.0,Italy
1929,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,11.37,3.85,PVC,115,133750.0,France
1930,Fishing Boat,Bertram power boats,"Used boat,Diesel",1991,11.25,3.95,GRP,96,133750.0,France
1932,Cabin Boat,Cranchi power boats,"Used boat,Diesel",2010,10.35,3.49,GRP,83,133750.0,France
1934,Motor Yacht,Astor power boats,"Used boat,Diesel",1994,11.33,4.01,GRP,141,133643.0,Germany
1935,Sport Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,0,9.02,2.98,GRP,126,133643.0,Germany
1938,Cabin Boat,Regal power boats,new boat on order,2020,7.9,2.5,GRP,89,133643.0,Germany
1940,Motor Yacht,Sealine power boats,"Used boat,Diesel",1994,13.0,4.16,GRP,291,133643.0,Germany
1941,Motor Yacht,Sealine power boats,"Used boat,Diesel",1994,12.81,4.16,GRP,151,133643.0,Germany
1943,Motor Yacht,Cobra Yachts power boats,"new boat from stock,Diesel",2019,11.0,3.5,GRP,325,133441.84,Poland
